iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jan 05, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"731,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"CHEF","CHEFS WAREHOUSE INC","EQUITY","Consumer Staples","Equity","131,147,428.03","131,147,428.03","2,148,901.00","61.03","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SRPT","SAREPTA THERAPEUTICS INC","EQUITY","Health Care","Equity","131,024,743.15","131,024,743.15","6,218,545.00","21.07","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"NGVT","INGEVITY CORP","EQUITY","Materials","Equity","129,891,672.20","129,891,672.20","2,134,270.00","60.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"SONO","SONOS INC","EQUITY","Consumer Discretionary","Equity","129,841,761.80","129,841,761.80","7,173,578.00","18.10","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","EQUITY","Utilities","Equity","129,792,354.23","129,792,354.23","10,244,069.00","12.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"AMR","ALPHA METALLURGICAL RESOURCE INC","EQUITY","Materials","Equity","129,359,556.30","129,359,556.30","640,965.00","201.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"BANR","BANNER CORP","EQUITY","Financials","Equity","129,157,120.85","129,157,120.85","2,022,821.00","63.85","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"RXO","RXO INC","EQUITY","Industrials","Equity","129,043,936.25","129,043,936.25","9,739,165.00","13.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"FBNC","FIRST BANCORP","EQUITY","Financials","Equity","127,859,271.00","127,859,271.00","2,460,725.00","51.96","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"PGNY","PROGYNY INC","EQUITY","Health Care","Equity","126,850,492.78","126,850,492.78","4,758,083.00","26.66","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"TRN","TRINITY INDUSTRIES INC","EQUITY","Industrials","Equity","126,475,906.38","126,475,906.38","4,758,311.00","26.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"CRVL","CORVEL CORP","EQUITY","Health Care","Equity","126,410,125.42","126,410,125.42","1,855,153.00","68.14","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"SM","SM ENERGY","EQUITY","Energy","Equity","126,377,868.76","126,377,868.76","6,798,164.00","18.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"OMCL","OMNICELL INC","EQUITY","Health Care","Equity","124,984,398.37","124,984,398.37","2,663,209.00","46.93","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","EQUITY","Industrials","Equity","124,793,178.93","124,793,178.93","3,144,197.00","39.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","EQUITY","Industrials","Equity","124,513,737.88","124,513,737.88","1,612,037.00","77.24","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"POWI","POWER INTEGRATIONS INC","EQUITY","Information Technology","Equity","123,868,481.68","123,868,481.68","3,283,894.00","37.72","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"EYE","NATIONAL VISION HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","122,936,966.64","122,936,966.64","4,706,622.00","26.12","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"CXW","CORECIVIC REIT INC","EQUITY","Industrials","Equity","122,283,160.74","122,283,160.74","6,232,577.00","19.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"QDEL","QUIDELORTHO CORP","EQUITY","Health Care","Equity","121,183,853.94","121,183,853.94","4,031,399.00","30.06","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"NOG","NORTHERN OIL AND GAS INC","EQUITY","Energy","Equity","121,059,477.00","121,059,477.00","5,764,737.00","21.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"CRGY","CRESCENT ENERGY CLASS A","EQUITY","Energy","Equity","120,893,250.64","120,893,250.64","14,671,511.00","8.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"WD","WALKER & DUNLOP INC","EQUITY","Financials","Equity","120,745,090.95","120,745,090.95","2,021,515.00","59.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"ARR","ARMOUR RESIDENTIAL REIT INC","EQUITY","Financials","Equity","120,658,684.48","120,658,684.48","6,640,544.00","18.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"UNFI","UNITED NATURAL FOODS INC","EQUITY","Consumer Staples","Equity","120,252,119.37","120,252,119.37","3,614,431.00","33.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"ADUS","ADDUS HOMECARE CORP","EQUITY","Health Care","Equity","119,170,018.44","119,170,018.44","1,086,921.00","109.64","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ADEA","ADEIA INC","EQUITY","Information Technology","Equity","118,711,667.44","118,711,667.44","6,437,726.00","18.44","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"STC","STEWART INFO SERVICES CORP","EQUITY","Financials","Equity","118,676,960.64","118,676,960.64","1,663,074.00","71.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"STRA","STRATEGIC EDUCATION INC","EQUITY","Consumer Discretionary","Equity","117,409,925.57","117,409,925.57","1,385,041.00","84.77","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ALG","ALAMO GROUP INC","EQUITY","Industrials","Equity","117,025,263.81","117,025,263.81","642,537.00","182.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"PLAB","PHOTRONICS INC","EQUITY","Information Technology","Equity","116,884,376.02","116,884,376.02","3,501,629.00","33.38","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PRGO","PERRIGO PLC","EQUITY","Health Care","Equity","115,729,847.48","115,729,847.48","8,167,244.00","14.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"KWR","QUAKER HOUGHTON CORP","EQUITY","Materials","Equity","115,715,628.00","115,715,628.00","816,336.00","141.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"GRBK","GREEN BRICK PARTNERS INC","EQUITY","Consumer Discretionary","Equity","115,708,509.72","115,708,509.72","1,817,316.00","63.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"HCI","HCI GROUP INC","EQUITY","Financials","Equity","115,661,333.78","115,661,333.78","637,393.00","181.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"KALU","KAISER ALUMINIUM CORP","EQUITY","Materials","Equity","115,641,042.93","115,641,042.93","956,739.00","120.87","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"IOSP","INNOSPEC INC","EQUITY","Materials","Equity","115,513,479.24","115,513,479.24","1,476,588.00","78.23","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PENN","PENN ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","115,254,173.54","115,254,173.54","7,612,561.00","15.14","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"MTX","MINERALS TECHNOLOGIES INC","EQUITY","Materials","Equity","115,087,546.59","115,087,546.59","1,855,353.00","62.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"OGN","ORGANON","EQUITY","Health Care","Equity","114,788,731.92","114,788,731.92","15,428,593.00","7.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","EQUITY","Utilities","Equity","114,638,119.18","114,638,119.18","2,463,217.00","46.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"WERN","WERNER ENTERPRISES INC","EQUITY","Industrials","Equity","114,447,510.30","114,447,510.30","3,565,343.00","32.10","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"CC","CHEMOURS","EQUITY","Materials","Equity","113,795,565.52","113,795,565.52","8,932,148.00","12.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"KN","KNOWLES CORP","EQUITY","Information Technology","Equity","113,614,136.75","113,614,136.75","5,074,325.00","22.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"VSH","VISHAY INTERTECHNOLOGY INC","EQUITY","Information Technology","Equity","113,474,500.14","113,474,500.14","7,358,917.00","15.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"EVTC","EVERTEC INC","EQUITY","Financials","Equity","113,281,972.04","113,281,972.04","3,812,924.00","29.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"INSW","INTERNATIONAL SEAWAYS INC","EQUITY","Energy","Equity","112,986,935.35","112,986,935.35","2,413,735.00","46.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"IRDM","IRIDIUM COMMUNICATIONS INC","EQUITY","Communication","Equity","112,977,430.70","112,977,430.70","6,241,847.00","18.10","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PRDO","PERDOCEO EDUCATION CORP","EQUITY","Consumer Discretionary","Equity","111,842,167.95","111,842,167.95","3,588,135.00","31.17","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"SEDG","SOLAREDGE TECHNOLOGIES INC","EQUITY","Information Technology","Equity","111,393,915.90","111,393,915.90","3,563,465.00","31.26","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"VECO","VEECO INSTRUMENTS INC","EQUITY","Information Technology","Equity","111,388,622.02","111,388,622.02","3,585,086.00","31.07","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"VCEL","VERICEL CORP","EQUITY","Health Care","Equity","111,288,018.60","111,288,018.60","3,001,295.00","37.08","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"NTCT","NETSCOUT SYSTEMS INC","EQUITY","Information Technology","Equity","110,800,332.15","110,800,332.15","4,087,065.00","27.11","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"AORT","ARTIVION INC","EQUITY","Health Care","Equity","110,781,803.86","110,781,803.86","2,484,454.00","44.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"RCUS","ARCUS BIOSCIENCES INC","EQUITY","Health Care","Equity","110,756,377.13","110,756,377.13","5,087,569.00","21.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"DRH","DIAMONDROCK HOSPITALITY","EQUITY","Real Estate","Equity","110,586,308.22","110,586,308.22","12,139,002.00","9.11","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"HMN","HORACE MANN EDUCATORS CORP","EQUITY","Financials","Equity","109,929,271.08","109,929,271.08","2,414,436.00","45.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"MD","PEDIATRIX MEDICAL GROUP INC","EQUITY","Health Care","Equity","109,405,611.00","109,405,611.00","4,995,690.00","21.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"ARCB","ARCBEST CORP","EQUITY","Industrials","Equity","109,170,320.04","109,170,320.04","1,335,907.00","81.72","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"WU","WESTERN UNION","EQUITY","Financials","Equity","109,175,919.30","109,175,919.30","11,577,510.00","9.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"UFPT","UFP TECHNOLOGIES INC","EQUITY","Health Care","Equity","108,608,718.46","108,608,718.46","457,666.00","237.31","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"OFG","OFG BANCORP","EQUITY","Financials","Equity","108,461,138.94","108,461,138.94","2,608,493.00","41.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","EQUITY","Financials","Equity","107,347,973.30","107,347,973.30","1,478,215.00","72.62","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","EQUITY","Consumer Discretionary","Equity","107,177,627.70","107,177,627.70","8,327,710.00","12.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"RAMP","LIVERAMP HOLDINGS INC","EQUITY","Information Technology","Equity","106,819,951.28","106,819,951.28","3,777,226.00","28.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"SPNT","SIRIUSPOINT LTD","EQUITY","Financials","Equity","105,932,203.98","105,932,203.98","4,936,263.00","21.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"CRK","COMSTOCK RESOURCES INC","EQUITY","Energy","Equity","105,933,503.04","105,933,503.04","4,695,634.00","22.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"CNS","COHEN & STEERS INC","EQUITY","Financials","Equity","105,857,149.32","105,857,149.32","1,634,607.00","64.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"ANDE","ANDERSONS INC","EQUITY","Consumer Staples","Equity","105,309,452.44","105,309,452.44","1,993,742.00","52.82","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"YELP","YELP INC","EQUITY","Communication","Equity","105,285,440.46","105,285,440.46","3,466,758.00","30.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"NWBI","NORTHWEST BANCSHARES INC","EQUITY","Financials","Equity","105,170,120.37","105,170,120.37","8,670,249.00","12.13","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","EQUITY","Financials","Equity","104,833,231.16","104,833,231.16","6,137,777.00","17.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","EQUITY","Real Estate","Equity","104,695,717.38","104,695,717.38","11,269,722.00","9.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"FMC","FMC CORP","EQUITY","Materials","Equity","104,453,819.70","104,453,819.70","7,413,330.00","14.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"CHCO","CITY HOLDING","EQUITY","Financials","Equity","103,868,632.59","103,868,632.59","855,097.00","121.47","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"PRGS","PROGRESS SOFTWARE CORP","EQUITY","Information Technology","Equity","103,611,347.71","103,611,347.71","2,546,359.00","40.69","United States","NASDAQ","USD","1.00","USD","-","0.11","0.12"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","EQUITY","Consumer Staples","Equity","102,714,775.68","102,714,775.68","5,451,952.00","18.84","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"TRIP","TRIPADVISOR INC","EQUITY","Consumer Discretionary","Equity","102,402,828.36","102,402,828.36","6,937,861.00","14.76","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"LMAT","LEMAITRE VASCULAR INC","EQUITY","Health Care","Equity","101,452,824.99","101,452,824.99","1,238,589.00","81.91","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"TILE","INTERFACE INC","EQUITY","Industrials","Equity","99,936,137.28","99,936,137.28","3,465,192.00","28.84","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"CASH","PATHWARD FINANCIAL INC","EQUITY","Financials","Equity","99,886,039.05","99,886,039.05","1,351,455.00","73.91","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"SEM","SELECT MEDICAL HOLDINGS CORP","EQUITY","Health Care","Equity","99,075,849.00","99,075,849.00","6,539,660.00","15.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"LTC","LTC PROPERTIES REIT INC","EQUITY","Real Estate","Equity","98,897,225.00","98,897,225.00","2,825,635.00","35.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"HTO","H2O AMERICA","EQUITY","Utilities","Equity","98,528,146.56","98,528,146.56","1,976,096.00","49.86","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"KNTK","KINETIK HOLDINGS INC CLASS A","EQUITY","Energy","Equity","98,306,265.08","98,306,265.08","2,697,757.00","36.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","EQUITY","Consumer Discretionary","Equity","98,260,953.90","98,260,953.90","1,650,058.00","59.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"WOR","WORTHINGTON ENTERPRISES INC","EQUITY","Industrials","Equity","97,297,944.40","97,297,944.40","1,856,831.00","52.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"DGII","DIGI INTERNATIONAL INC","EQUITY","Information Technology","Equity","97,240,022.74","97,240,022.74","2,202,991.00","44.14","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"BKE","BUCKLE INC","EQUITY","Consumer Discretionary","Equity","97,097,814.40","97,097,814.40","1,794,784.00","54.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"EXTR","EXTREME NETWORKS INC","EQUITY","Information Technology","Equity","96,873,246.45","96,873,246.45","5,818,213.00","16.65","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"NHC","NATIONAL HEALTHCARE CORP","EQUITY","Health Care","Equity","96,441,074.05","96,441,074.05","736,585.00","130.93","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.11","0.11"
"SLVM","SYLVAMO CORP","EQUITY","Materials","Equity","94,617,079.24","94,617,079.24","1,974,068.00","47.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.11"
"BHE","BENCHMARK ELECTRONICS INC","EQUITY","Information Technology","Equity","94,076,606.25","94,076,606.25","2,126,025.00","44.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"NEOG","NEOGEN CORP","EQUITY","Health Care","Equity","94,005,594.54","94,005,594.54","12,948,429.00","7.26","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"IPAR","INTERPARFUMS INC","EQUITY","Consumer Staples","Equity","93,279,787.65","93,279,787.65","1,089,081.00","85.65","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"NWL","NEWELL BRANDS INC","EQUITY","Consumer Discretionary","Equity","93,172,580.12","93,172,580.12","24,979,244.00","3.73","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"TNDM","TANDEM DIABETES CARE INC","EQUITY","Health Care","Equity","93,148,284.60","93,148,284.60","4,023,684.00","23.15","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"NEO","NEOGENOMICS INC","EQUITY","Health Care","Equity","93,135,350.40","93,135,350.40","7,709,880.00","12.08","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"ROG","ROGERS CORP","EQUITY","Information Technology","Equity","93,103,586.46","93,103,586.46","996,613.00","93.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"LZB","LA-Z-BOY INC","EQUITY","Consumer Discretionary","Equity","92,618,895.04","92,618,895.04","2,455,432.00","37.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","EQUITY","Industrials","Equity","92,619,503.44","92,619,503.44","1,710,109.00","54.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PARR","PAR PACIFIC HOLDINGS INC","EQUITY","Energy","Equity","92,247,637.32","92,247,637.32","2,475,782.00","37.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"ENOV","ENOVIS CORP","EQUITY","Health Care","Equity","92,043,678.63","92,043,678.63","3,407,763.00","27.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"ADNT","ADIENT PLC","EQUITY","Consumer Discretionary","Equity","91,649,310.92","91,649,310.92","4,719,326.00","19.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"ELME","ELME","EQUITY","Real Estate","Equity","91,505,598.69","91,505,598.69","5,231,881.00","17.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PAYO","PAYONEER GLOBAL INC","EQUITY","Financials","Equity","91,445,784.35","91,445,784.35","16,779,043.00","5.45","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"DVAX","DYNAVAX TECHNOLOGIES CORP","EQUITY","Health Care","Equity","91,277,452.01","91,277,452.01","5,923,261.00","15.41","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"FTRE","FORTREA HOLDINGS INC","EQUITY","Health Care","Equity","91,134,822.66","91,134,822.66","5,483,443.00","16.62","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"DEI","DOUGLAS EMMETT REIT INC","EQUITY","Real Estate","Equity","90,800,624.96","90,800,624.96","8,150,864.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"STBA","S AND T BANCORP INC","EQUITY","Financials","Equity","90,710,476.71","90,710,476.71","2,268,329.00","39.99","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CCS","CENTURY COMMUNITIES INC","EQUITY","Consumer Discretionary","Equity","90,453,554.00","90,453,554.00","1,523,300.00","59.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"WWW","WOLVERINE WORLD WIDE INC","EQUITY","Consumer Discretionary","Equity","90,415,926.57","90,415,926.57","4,884,707.00","18.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"NSP","INSPERITY INC","EQUITY","Industrials","Equity","90,407,507.76","90,407,507.76","2,134,266.00","42.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"WT","WISDOMTREE INC","EQUITY","Financials","Equity","89,749,316.37","89,749,316.37","6,845,867.00","13.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"CENTA","CENTRAL GARDEN AND PET CLASS A","EQUITY","Consumer Staples","Equity","89,597,529.66","89,597,529.66","3,075,782.00","29.13","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"ROCK","GIBRALTAR INDUSTRIES INC","EQUITY","Industrials","Equity","89,602,527.60","89,602,527.60","1,760,364.00","50.90","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"ALEX","ALEXANDER AND BALDWIN INC","EQUITY","Real Estate","Equity","89,569,901.16","89,569,901.16","4,335,426.00","20.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"LEG","LEGGETT & PLATT INC","EQUITY","Consumer Discretionary","Equity","89,175,787.35","89,175,787.35","8,070,207.00","11.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"DV","DOUBLEVERIFY HOLDINGS INC","EQUITY","Communication","Equity","88,762,896.16","88,762,896.16","7,967,944.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"MXL","MAXLINEAR INC","EQUITY","Information Technology","Equity","88,723,850.67","88,723,850.67","4,893,759.00","18.13","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"FUN","SIX FLAGS ENTERTAINMENT CORP","EQUITY","Consumer Discretionary","Equity","88,281,581.76","88,281,581.76","6,021,936.00","14.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"TFIN","TRIUMPH FINANCIAL INC","EQUITY","Financials","Equity","87,836,858.40","87,836,858.40","1,345,128.00","65.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"GTY","GETTY REALTY REIT CORP","EQUITY","Real Estate","Equity","87,799,854.30","87,799,854.30","3,152,598.00","27.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","EQUITY","Financials","Equity","87,577,034.28","87,577,034.28","2,244,414.00","39.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"LKFN","LAKELAND FINANCIAL CORP","EQUITY","Financials","Equity","87,468,367.50","87,468,367.50","1,521,189.00","57.50","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"NVRI","ENVIRI CORP","EQUITY","Industrials","Equity","87,176,305.00","87,176,305.00","4,805,750.00","18.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"HTH","HILLTOP HOLDINGS INC","EQUITY","Financials","Equity","87,105,247.58","87,105,247.58","2,547,682.00","34.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"HRMY","HARMONY BIOSCIENCES HLDG INC","EQUITY","Health Care","Equity","87,025,580.25","87,025,580.25","2,368,043.00","36.75","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"ARLO","ARLO TECHNOLOGIES INC","EQUITY","Information Technology","Equity","86,991,460.65","86,991,460.65","6,290,055.00","13.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"AZTA","AZENTA INC","EQUITY","Health Care","Equity","86,905,604.50","86,905,604.50","2,430,926.00","35.75","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"GBX","GREENBRIER INC","EQUITY","Industrials","Equity","86,839,066.44","86,839,066.44","1,844,892.00","47.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"STEL","STELLAR BANCORP INC","EQUITY","Financials","Equity","86,687,889.50","86,687,889.50","2,745,025.00","31.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"SBH","SALLY BEAUTY HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","86,677,381.92","86,677,381.92","5,809,476.00","14.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"EFC","ELLINGTON FINANCIAL INC","EQUITY","Financials","Equity","86,070,683.38","86,070,683.38","6,394,553.00","13.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"COLL","COLLEGIUM PHARMACEUTICAL INC","EQUITY","Health Care","Equity","86,044,218.40","86,044,218.40","1,883,630.00","45.68","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"HOPE","HOPE BANCORP INC","EQUITY","Financials","Equity","85,775,537.33","85,775,537.33","7,638,071.00","11.23","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"MBC","MASTERBRAND INC","EQUITY","Industrials","Equity","85,135,901.62","85,135,901.62","7,554,206.00","11.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"INVA","INNOVIVA INC","EQUITY","Health Care","Equity","84,774,411.16","84,774,411.16","4,232,372.00","20.03","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"ANIP","ANI PHARMACEUTICALS INC","EQUITY","Health Care","Equity","84,261,457.26","84,261,457.26","1,071,211.00","78.66","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"WKC","WORLD KINECT CORP","EQUITY","Energy","Equity","84,148,944.48","84,148,944.48","3,310,344.00","25.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
