iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jan 05, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"731,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"NX","QUANEX BUILDING PRODUCTS CORP","EQUITY","Industrials","Equity","42,746,353.65","42,746,353.65","2,717,505.00","15.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"ICHR","ICHOR HOLDINGS LTD","EQUITY","Information Technology","Equity","42,728,174.70","42,728,174.70","2,040,505.00","20.94","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"RWT","REDWOOD TRUST REIT INC","EQUITY","Financials","Equity","42,187,366.65","42,187,366.65","7,546,935.00","5.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"MRTN","MARTEN TRANSPORT LTD","EQUITY","Industrials","Equity","42,066,234.40","42,066,234.40","3,448,052.00","12.20","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"TR","TOOTSIE ROLL INDUSTRIES INC","EQUITY","Consumer Staples","Equity","41,885,382.28","41,885,382.28","1,170,964.00","35.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"EMBC","EMBECTA CORP","EQUITY","Health Care","Equity","41,246,235.80","41,246,235.80","3,549,590.00","11.62","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"PRAA","PRA GROUP INC","EQUITY","Financials","Equity","41,093,005.20","41,093,005.20","2,324,265.00","17.68","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"SCHL","SCHOLASTIC CORP","EQUITY","Communication","Equity","40,788,774.40","40,788,774.40","1,341,736.00","30.40","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"CARS","CARS.COM INC","EQUITY","Communication","Equity","40,594,895.25","40,594,895.25","3,313,869.00","12.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"MMI","MARCUS & MILLICHAP INC","EQUITY","Real Estate","Equity","39,851,892.20","39,851,892.20","1,437,140.00","27.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","EQUITY","Real Estate","Equity","39,125,531.72","39,125,531.72","1,327,189.00","29.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"CNXN","PC CONNECTION INC","EQUITY","Information Technology","Equity","39,044,707.38","39,044,707.38","676,802.00","57.69","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"MTUS","METALLUS INC","EQUITY","Materials","Equity","38,814,185.80","38,814,185.80","2,133,820.00","18.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"HTZ","HERTZ GLOBAL HLDGS INC","EQUITY","Industrials","Equity","38,757,906.28","38,757,906.28","7,396,547.00","5.24","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"SXC","SUNCOKE ENERGY INC","EQUITY","Materials","Equity","38,182,020.20","38,182,020.20","5,043,860.00","7.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"SAFE","SAFEHOLD INC","EQUITY","Real Estate","Equity","38,000,720.37","38,000,720.37","2,735,833.00","13.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","EQUITY","Information Technology","Equity","37,750,024.66","37,750,024.66","4,028,818.00","9.37","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"ADAM","ADAMAS INC TRUST","EQUITY","Financials","Equity","37,678,040.64","37,678,040.64","5,119,299.00","7.36","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"IIIN","INSTEEL INDUSTRIES INC","EQUITY","Industrials","Equity","37,650,487.35","37,650,487.35","1,156,697.00","32.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"JBSS","JOHN B SANFILIPPO AND SON INC","EQUITY","Consumer Staples","Equity","37,629,838.10","37,629,838.10","538,955.00","69.82","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"WSR","WHITESTONE REIT","EQUITY","Real Estate","Equity","36,509,846.10","36,509,846.10","2,674,714.00","13.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"UA","UNDER ARMOUR INC CLASS C","EQUITY","Consumer Discretionary","Equity","36,382,690.44","36,382,690.44","7,050,909.00","5.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"EGBN","EAGLE BANCORP INC","EQUITY","Financials","Equity","35,514,616.74","35,514,616.74","1,646,482.00","21.57","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"EXTR","EXTREME NETWORKS INC","SWAP","Information Technology","Equity","0.00","35,251,896.15","2,117,231.00","16.65","United States","NASDAQ","USD","1.00","USD","-","0.03","-"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","EQUITY","Consumer Discretionary","Equity","35,222,079.60","35,222,079.60","1,326,632.00","26.55","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"MCW","MISTER CAR WASH INC","EQUITY","Consumer Discretionary","Equity","34,849,369.60","34,849,369.60","6,008,512.00","5.80","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"NPK","NATIONAL PRESTO INDUSTRIES INC","EQUITY","Industrials","Equity","34,757,569.60","34,757,569.60","315,290.00","110.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"MNRO","MONRO INC","EQUITY","Consumer Discretionary","Equity","34,635,743.13","34,635,743.13","1,782,591.00","19.43","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"MYGN","MYRIAD GENETICS INC","EQUITY","Health Care","Equity","34,571,448.06","34,571,448.06","5,630,529.00","6.14","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"AMN","AMN HEALTHCARE INC","EQUITY","Health Care","Equity","34,556,138.60","34,556,138.60","2,288,486.00","15.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"CTKB","CYTEK BIOSCIENCES INC","EQUITY","Health Care","Equity","33,999,240.86","33,999,240.86","6,525,766.00","5.21","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"FWRD","FORWARD AIR CORP","EQUITY","Industrials","Equity","33,508,106.25","33,508,106.25","1,316,625.00","25.45","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"HSTM","HEALTHSTREAM INC","EQUITY","Health Care","Equity","33,121,838.12","33,121,838.12","1,438,204.00","23.03","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"MKTX","MARKETAXESS HOLDINGS INC","SWAP","Financials","Equity","0.00","32,725,983.17","181,579.00","180.23","United States","NASDAQ","USD","1.00","USD","-","0.04","-"
"NABL","N ABLE INC","EQUITY","Information Technology","Equity","32,723,957.09","32,723,957.09","4,440,157.00","7.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"SABR","SABRE CORP","EQUITY","Consumer Discretionary","Equity","32,573,678.39","32,573,678.39","23,434,301.00","1.39","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"VIR","VIR BIOTECHNOLOGY INC","EQUITY","Health Care","Equity","32,506,785.42","32,506,785.42","5,614,298.00","5.79","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"ETD","ETHAN ALLEN INTERIORS INC","EQUITY","Consumer Discretionary","Equity","32,501,970.15","32,501,970.15","1,412,515.00","23.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"KOP","KOPPERS HOLDINGS INC","EQUITY","Materials","Equity","32,208,737.81","32,208,737.81","1,196,017.00","26.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"AVNS","AVANOS MEDICAL INC","EQUITY","Health Care","Equity","32,053,965.06","32,053,965.06","2,834,126.00","11.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.04","0.04"
"GDEN","GOLDEN ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","31,855,790.76","31,855,790.76","1,169,449.00","27.24","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","EQUITY","Information Technology","Equity","31,612,646.10","31,612,646.10","1,480,686.00","21.35","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","EQUITY","Real Estate","Equity","31,563,021.01","31,563,021.01","4,775,041.00","6.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.04"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","EQUITY","Communication","Equity","31,482,357.64","31,482,357.64","2,781,127.00","11.32","United States","NASDAQ","USD","1.00","USD","-","0.03","0.04"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","EQUITY","Real Estate","Equity","31,040,209.46","31,040,209.46","6,453,266.00","4.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"GES","GUESS INC","EQUITY","Consumer Discretionary","Equity","30,679,159.26","30,679,159.26","1,828,317.00","16.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"RES","RPC INC","EQUITY","Energy","Equity","30,619,347.70","30,619,347.70","5,297,465.00","5.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","EQUITY","Real Estate","Equity","30,036,392.50","30,036,392.50","760,415.00","39.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"BLMN","BLOOMIN BRANDS INC","EQUITY","Consumer Discretionary","Equity","29,493,421.92","29,493,421.92","4,551,454.00","6.48","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"DFH","DREAM FINDERS HOMES INC CLASS A","EQUITY","Consumer Discretionary","Equity","29,346,548.35","29,346,548.35","1,711,169.00","17.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"OXM","OXFORD INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","29,292,288.80","29,292,288.80","829,340.00","35.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"HZO","MARINEMAX INC","EQUITY","Consumer Discretionary","Equity","28,479,715.32","28,479,715.32","1,158,654.00","24.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"CABO","CABLE ONE INC","EQUITY","Communication","Equity","27,525,601.32","27,525,601.32","274,214.00","100.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"HTLD","HEARTLAND EXPRESS INC","EQUITY","Industrials","Equity","27,482,460.72","27,482,460.72","2,792,933.00","9.84","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"SSTK","SHUTTERSTOCK INC","EQUITY","Communication","Equity","27,089,760.67","27,089,760.67","1,438,649.00","18.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","27,087,234.72","27,087,234.72","1,604,694.00","16.88","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"SPNT","SIRIUSPOINT LTD","SWAP","Financials","Equity","0.00","26,471,360.66","1,233,521.00","21.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","-"
"ANGI","ANGI INC CLASS A","EQUITY","Communication","Equity","26,440,560.68","26,440,560.68","2,125,447.00","12.44","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","EQUITY","Financials","Equity","26,164,462.08","26,164,462.08","3,238,176.00","8.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"WRLD","WORLD ACCEPTANCE CORP","EQUITY","Financials","Equity","25,131,962.24","25,131,962.24","171,292.00","146.72","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"GNL","GLOBAL NET LEASE INC","SWAP","Real Estate","Equity","0.00","24,588,828.00","2,794,185.00","8.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","-"
"BFS","SAUL CENTERS REIT INC","EQUITY","Real Estate","Equity","23,649,507.00","23,649,507.00","750,778.00","31.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"TWI","TITAN INTERNATIONAL INC","EQUITY","Industrials","Equity","23,058,830.64","23,058,830.64","2,857,352.00","8.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"GOGO","GOGO INC","EQUITY","Communication","Equity","22,591,884.15","22,591,884.15","4,564,017.00","4.95","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"DEI","DOUGLAS EMMETT REIT INC","SWAP","Real Estate","Equity","0.00","19,908,349.70","1,787,105.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.02","-"
"RBCFT","CASH COLLATERAL USD RBCFT","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","19,413,000.00","19,413,000.00","19,413,000.00","100.00","United States","-","USD","1.00","USD","Nov 12, 2024","0.02","0.02"
"PARR","PAR PACIFIC HOLDINGS INC","SWAP","Energy","Equity","0.00","18,954,832.68","508,718.00","37.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.02","-"
"PBI","PITNEY BOWES INC","SWAP","Industrials","Equity","0.00","17,912,522.88","1,777,036.00","10.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.02","-"
"CRSR","CORSAIR GAMING INC","EQUITY","Information Technology","Equity","17,311,656.00","17,311,656.00","2,885,276.00","6.00","United States","NASDAQ","USD","1.00","USD","-","0.02","0.02"
"CENT","CENTRAL GARDEN AND PET","EQUITY","Consumer Staples","Equity","15,526,167.35","15,526,167.35","482,929.00","32.15","United States","NASDAQ","USD","1.00","USD","-","0.02","0.02"
"PFBC","PREFERRED BANK","SWAP","Financials","Equity","0.00","12,143,210.17","126,347.00","96.11","United States","NASDAQ","USD","1.00","USD","-","0.01","-"
"GSISW","CASH COLLATERAL USD GSISW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","12,070,000.00","12,070,000.00","12,070,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002","0.01","0.01"
"ABR","ARBOR REALTY TRUST REIT INC","SWAP","Financials","Equity","0.00","8,947,926.12","1,121,294.00","7.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.01","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","SWAP","Financials","Equity","0.00","5,111,390.05","253,667.00","20.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"BKU","BANKUNITED INC","SWAP","Financials","Equity","0.00","4,096,573.00","90,532.00","45.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"FULT","FULTON FINANCIAL CORP","SWAP","Financials","Equity","0.00","2,324,365.29","116,861.00","19.89","United States","NASDAQ","USD","1.00","USD","-","-","-"
"GNW","GENWORTH FINANCIAL INC","SWAP","Financials","Equity","0.00","2,139,573.85","236,417.00","9.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"PAYO","PAYONEER GLOBAL INC","SWAP","Financials","Equity","0.00","1,933,234.90","354,722.00","5.45","United States","NASDAQ","USD","1.00","USD","-","-","-"
"ADEA","ADEIA INC","SWAP","Information Technology","Equity","0.00","1,126,739.32","61,103.00","18.44","United States","NASDAQ","USD","1.00","USD","-","-","-"
"TBBK","BANCORP INC","SWAP","Financials","Equity","0.00","920,256.07","13,243.00","69.49","United States","NASDAQ","USD","1.00","USD","-","-","-"
"MLISW","CASH COLLATERAL USD BOASW CFD","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","845,341.99","845,341.99","845,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2006","-","-"
"UCB","UNITED COMMUNITY BANKS INC","SWAP","Financials","Equity","0.00","583,791.91","18,181.00","32.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","SWAP","Financials","Equity","0.00","379,666.62","12,099.00","31.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"-","OMNIAB INC $12.50 VESTING Prvt","WARRANT","Health Care","Equity","4.51","4.51","450,637.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-","-","-"
"-","OMNIAB INC $15.00 VESTING Prvt","WARRANT","Health Care","Equity","4.51","4.51","450,637.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-","-","-"
"RTYH6","RUSSELL 2000 EMINI CME MAR 26","INDEX","Cash and/or Derivatives","Futures","0.00","258,940,625.00","2,021.00","2,562.50","-","Chicago Mercantile Exchange","USD","1.00","USD","-","0.29","-"
"PARSW","CASH COLLATERAL USD PARSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","-450,182.00","-450,182.00","-450,000.00","100.00","France","-","USD","1.00","USD","Apr 01, 2002","-","-"
"HSBBK","CASH COLLATERAL USD HSBSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","-11,634,703.69","-11,634,703.69","-11,630,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2001","-0.01","-0.01"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","104,725,663.90","104,725,663.90","-837,488,387.00","100.00","United States","-","USD","1.00","USD","-","0.12","0.12"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
